0,0.723828,-8.374759,-5.416594,19.451170,37.133469,-33.161469,28.418518,14.829697,-12.097643,8.259750,-34.084488,44.475212,-35.463036,7.010345,-15.047709,-14.398712,12.172607,-16.525375
0,1.049234,-8.270737,-5.522141,34.914326,20.485071,-67.440834,27.836575,16.075577,-11.786844,9.407722,-34.390335,44.116043,-35.570053,6.141266,-15.061684,-14.744766,11.741211,-16.498880
0,1.501470,-8.309907,-5.356402,46.898445,-67.778923,-36.891304,27.186024,17.044067,-11.728958,10.101440,-33.080711,44.655163,-35.227341,4.231400,-15.831359,-15.047043,10.815750,-16.797941
0,2.162192,-8.317136,-5.113725,69.506325,-81.004669,-53.199051,26.473381,18.360107,-11.344833,10.302940,-31.538864,45.681892,-34.496361,1.533356,-17.398773,-15.307678,9.733444,-17.250965
0,3.265418,-8.220869,-4.664156,95.738647,-160.964783,-1.987458,25.313354,20.619858,-10.510759,10.390106,-28.791634,47.602776,-33.475555,-2.507507,-19.333326,-15.259789,7.564804,-18.452549
0,4.254508,-7.977553,-4.272914,112.942284,-165.534027,1.344867,23.893970,22.501511,-9.951603,10.252579,-26.558907,48.987938,-31.920074,-6.058945,-20.901112,-14.957603,5.813461,-19.397430
0,5.215234,-7.688946,-3.698845,152.180069,-232.919037,27.259928,22.232346,24.074081,-9.981146,8.617989,-23.833710,51.186806,-29.704155,-9.571411,-22.424961,-14.204483,4.074814,-20.390810
0,6.451190,-7.087969,-2.853568,137.577438,-199.006546,-2.367515,19.661045,26.449387,-10.009817,6.947174,-20.618233,53.729347,-26.684181,-14.385361,-23.840498,-12.447098,1.426285,-21.676294
0,7.310088,-6.554807,-1.896608,117.049828,-198.752075,78.016235,17.632248,27.983704,-10.623344,4.798531,-17.098969,56.001774,-23.724319,-18.356285,-24.452209,-10.349060,-1.214935,-22.439747
0,8.304940,-5.562592,-0.292497,92.156784,-227.982681,237.385330,14.947220,29.219147,-11.280480,0.110703,-10.653580,57.147957,-17.754723,-23.763084,-24.079535,-7.144531,-5.264687,-23.086813
0,8.793706,-4.544561,1.420458,25.958351,-199.847366,365.511627,13.286415,28.536270,-13.894090,-3.632195,-1.456131,57.238487,-11.398834,-28.527184,-21.011242,-4.330666,-9.588104,-22.416428
0,9.413198,-2.045203,2.684930,85.949913,-192.896362,182.565399,7.763775,28.763336,-16.544239,-8.298729,5.449631,56.462147,-1.641762,-32.588028,-17.722933,0.211830,-12.821548,-21.097561
0,9.229820,2.081268,3.237090,-36.269054,30.464222,-171.456100,-2.272842,27.188683,-20.329193,-13.842110,9.520699,54.907349,13.098824,-32.406906,-12.148997,6.330032,-14.339180,-19.264982
0,8.088142,5.069131,2.980917,-40.304523,-71.270355,-475.815125,-11.274017,23.605247,-21.468472,-15.921951,7.312263,55.852837,23.502693,-27.205223,-11.752533,10.843220,-12.384552,-19.317852
0,6.952962,6.536634,2.988099,277.927032,-418.117035,-277.073944,-14.999420,20.240944,-22.882759,-18.806572,5.450447,56.633492,28.518047,-23.006699,-10.652774,13.597824,-10.752586,-18.887814
0,5.783091,7.688891,2.727053,375.366669,-552.596191,-206.058167,-16.958927,17.171585,-24.248150,-21.153522,4.691963,56.836929,32.190132,-18.821243,-9.087165,15.416622,-9.618896,-18.433947
0,4.272640,8.487875,3.114565,-10.992388,259.773804,51.505314,-18.632729,15.261490,-24.022945,-22.991913,-1.979294,56.970039,34.955482,-12.414459,-9.241592,17.302814,-6.292778,-18.532946
0,4.198921,8.538218,3.076994,211.095642,-461.946869,-220.615479,-20.988068,14.137421,-23.565590,-19.673042,-4.058006,58.275455,35.276669,-11.913536,-10.576645,16.824383,-5.120377,-19.151310
0,3.489553,8.793621,3.239637,-286.446014,492.388153,160.092056,-21.996887,13.155235,-23.009903,-18.718567,-7.233658,58.287930,35.793930,-8.482819,-11.203080,17.118073,-3.298218,-19.571444
0,3.643821,8.946954,2.583523,95.951256,-568.516479,-124.129990,-22.595837,11.797585,-23.442970,-17.422657,-3.850357,59.203682,35.751053,-10.087921,-11.311795,16.535786,-4.626755,-19.663754
0,2.837843,9.225807,2.613643,-147.610733,258.448029,88.836624,-24.038940,9.864632,-23.233330,-15.710526,-6.653442,59.608685,36.544777,-6.867996,-11.763629,16.625839,-2.889557,-19.773930
0,3.869474,8.906375,2.388232,117.614647,-378.930939,-95.486641,-24.892559,11.928207,-21.454773,-11.569080,-5.408981,60.190376,35.046745,-10.352341,-14.117764,14.683544,-4.207314,-20.736565
0,3.843030,8.940150,2.303222,-179.209412,355.058716,204.358276,-25.137497,11.894707,-20.845222,-10.727692,-4.943382,60.304756,34.531921,-9.730957,-14.885736,14.376343,-4.262337,-21.188831
0,4.096528,8.937157,1.829126,90.687401,-368.086884,-30.721254,-24.936264,11.485878,-21.133408,-10.492348,-1.790359,60.472080,34.044483,-11.456909,-14.806986,13.945133,-5.770973,-21.029770
0,4.272402,8.836562,1.913571,-50.495419,130.212219,73.843758,-25.158394,12.300102,-20.412249,-9.416588,-2.261230,60.263710,33.679436,-11.525444,-15.367990,13.450989,-5.672142,-21.361195
0,4.362667,8.781200,1.964095,15.435348,-109.729515,15.627598,-25.260788,12.687210,-20.152143,-8.821472,-2.767365,60.106812,33.630592,-11.642380,-15.543628,13.257900,-5.549797,-21.561413
0,4.306626,8.808512,1.965476,-26.225554,36.791363,39.722446,-25.377777,12.591324,-20.013420,-8.471016,-2.866188,60.007107,33.640732,-11.225105,-15.591333,13.175293,-5.453400,-21.673470
0,4.323538,8.809640,1.922827,-17.129778,29.121431,55.138103,-25.312531,12.551224,-20.078838,-8.490623,-2.474556,59.920395,33.644791,-11.326027,-15.438477,13.145714,-5.628174,-21.648901
0,4.450966,8.816894,1.565660,-29.405684,23.822342,114.999245,-24.809280,12.181900,-20.806526,-9.393150,0.537788,59.987701,33.586018,-12.608360,-14.625242,13.149525,-6.908951,-21.125828
0,4.610862,8.806744,1.086839,3.775244,-34.453972,148.231277,-24.050690,11.273056,-22.202065,-11.230438,4.989281,59.545860,33.729675,-14.463387,-12.905161,13.529770,-8.566277,-20.167892
0,4.917034,8.705906,0.173173,9.651255,39.052086,86.673744,-22.838608,9.328117,-24.115070,-13.498421,13.290985,57.034683,33.542027,-17.297043,-9.730970,13.877117,-11.362885,-18.222647
